StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q5_7,Q5_8,Q5_9,Q5_10,Q5_11,Q5_12,Q6_1,Q6_2,Q6_3,Q6_4,Q7_1,Q7_2,Q7_3,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q11,Q12,Q15_1,Q15_2,Q17_1,Q17_2,Q17_3,Q17_4,Q17_5,Q17_6,Q17_7,Q17_8,Q17_9,Q17_10,Q17_11,Q18_1,Q18_2,Q18_3,Q21,Q22,user_id,cond,Create New Field or Choose From Dropdown...
2025-10-06 17:06:57,2025-10-06 17:10:07,0,23.117.218.17,100,190,1,2025-10-06 17:10:07,R_5abGdwKtSjc6KDT,,,,,38.2132,-84.5455,anonymous,EN,2,1,2,6,6,7,7,6,5,7,2,7,4,5,7,6,4,7,5,5,5,5,5,6,5,5,3,4,5,5,5,4,4,4,1,1,1,3,4,4,5,4,5,4,1,1,1,1,1,3,3,3,3,3,3,5,5,5,"Just having someone to root for you which in the small conversation we had is what it was, is huge. It was nice having someone or something be positive.",,676f6e127fe25105c06e8775,text,
2025-10-06 17:08:15,2025-10-06 17:10:28,0,107.10.39.142,100,132,1,2025-10-06 17:10:28,R_5rZks91Lk2JiegA,,,,,41.4344,-81.6373,anonymous,EN,5,5,4,4,5,5,5,8,6,6,4,5,4,3,1,3,3,2,5,5,5,5,5,5,5,5,6,5,5,5,5,4,3,4,4,4,3,4,5,4,6,5,6,5,5,5,4,4,4,4,3,4,4,4,4,5,7,6,it gave me advice and motivation,none,67a8bfb2f846cd3ea9bcd898,text,
2025-10-06 17:09:43,2025-10-06 17:11:40,0,71.85.246.192,100,116,1,2025-10-06 17:11:40,R_5GuY9QIWy82Pq6h,,,,,38.2309,-90.3857,anonymous,EN,6,7,2,3,6,7,6,5,7,6,2,7,3,6,7,6,8,6,5,4,5,6,5,5,5,4,5,4,5,4,5,5,5,4,2,2,2,4,4,4,6,6,7,7,2,1,2,2,1,4,4,5,5,5,5,5,6,6,not really sure it was wild and weird. i looked almost the same and personality wise the same,,628f83dc5398c04bac86f9e6,voice,
2025-10-06 17:08:52,2025-10-06 17:12:58,0,24.128.221.161,100,245,1,2025-10-06 17:12:58,R_69jhL2wPqCpqNta,,,,,41.8993,-84.0402,anonymous,EN,1,2,1,5,4,6,7,6,5,7,2,6,6,7,7,5,7,7,4,5,5,5,3,5,5,3,3,4,4,5,5,3,4,5,2,1,1,5,5,5,7,7,7,7,1,1,1,1,1,5,5,5,5,5,5,6,6,6,"I know it's one 'possibility' of a future, it might not be mine, but maybe it is. I talked a lot with the AI me about my mental struggles and it did seem to help and try to help me see things in a different way which is really useful, and I think I'm going to take some of it's advice and try to apply it and see if I can get better because of it.","Everything worked smoothly, no lag, great responses.",5d90298097a2130015f3fa3c,text,
2025-10-06 17:11:56,2025-10-06 17:14:33,0,45.24.17.89,100,156,1,2025-10-06 17:14:33,R_5uK8CUjZ9TIcfJV,,,,,32.3904,-93.7117,anonymous,EN,1,1,1,6,6,6,7,7,3,8,5,6,5,6,7,7,4,6,4,4,5,4,5,5,5,4,3,4,5,5,5,3,4,4,1,1,1,5,5,5,6,5,6,6,1,1,1,1,1,5,4,5,5,5,5,6,6,6,"It made me look into what I can do to help myself get to where I want to be. ","Everything was great, love the survey",66199822c723a66ae0d5fc24,text,
2025-10-06 17:12:01,2025-10-06 17:14:57,0,68.96.110.52,100,176,1,2025-10-06 17:14:58,R_6tEiPLEEPEKmXnz,,,,,36.1091,-114.9206,anonymous,EN,3,3,3,5,4,5,6,7,5,7,3,6,5,6,7,7,7,6,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,1,1,1,4,5,4,6,6,6,6,2,1,1,1,1,4,4,4,4,4,4,5,6,5,maybe I can give business ownership another shot. maybe things are better when you are older and the future isn't wasted.,,6785704c3b1ab8813a4958b0,avatar,
2025-10-06 17:13:46,2025-10-06 17:16:59,0,174.68.195.156,100,193,1,2025-10-06 17:17:00,R_16YcaGlJeUVmnhT,,,,,33.1617,-117.2429,anonymous,EN,5,3,1,6,7,7,8,7,2,8,1,8,7,6,7,4,6,4,1,1,1,1,6,6,6,6,6,6,6,6,6,1,4,5,1,1,1,5,5,5,4,7,7,7,3,1,1,1,1,5,4,3,4,5,5,7,7,7,It was very good made me feel happy and like I want to achieve more.,,65e122e74d202ea19cde5055,text,
2025-10-06 17:11:26,2025-10-06 17:18:23,0,69.142.3.0,100,416,1,2025-10-06 17:18:23,R_5kpt9yXLV7Yamg2,,,,,40.0881,-74.1195,anonymous,EN,6,6,4,3,3,4,6,7,6,6,2,4,7,5,1,1,7,6,1,3,1,2,4,4,5,3,3,2,4,4,4,4,4,4,4,2,4,3,4,4,3,5,5,6,2,2,2,2,1,4,3,4,4,4,4,2,2,2,"Talking to my ""future self"" made me put into perspective the trauma I've experienced and exactly how much time it takes to recover from it. It made me realize I should not rush myself or set an imaginary timeline for recovering, and that I'm still working hard every day, just at something else: recovering from trauma that I still haven't fully healed from. ","This task honestly broke my heart. I really do not think I will ever be or have any of the things my ""future self"" discussed. Doing this task made me realize that more than ever, and just gave me a feeling of melancholy. Even so, I liked the ideas that the AI presented, and the AI did help me to see my current life in a new perspective. ",6643cbd6903cfc9bd5d0be09,text,
2025-10-06 17:16:36,2025-10-06 17:19:20,0,64.98.58.73,100,164,1,2025-10-06 17:19:21,R_3ald0lLnLjyscfk,,,,,39.6511,-104.9921,anonymous,EN,2,2,2,5,5,5,6,6,2,6,3,6,5,6,6,6,5,6,3,3,3,3,3,3,3,4,4,4,,4,4,2,2,2,2,2,2,2,2,2,5,3,5,4,2,2,4,4,2,2,2,2,2,2,2,2,2,2,It didn't really change things for me.,,6015ba06aa02256df4792d15,text,
2025-10-06 17:15:42,2025-10-06 17:20:05,0,107.77.222.139,100,263,1,2025-10-06 17:20:05,R_5f1xOjbi6FLESdW,,,,,30.0106,-95.4498,anonymous,EN,5,5,2,6,6,6,8,8,3,8,1,5,8,8,5,5,5,6,5,5,5,5,6,6,6,6,6,6,6,6,6,5,5,5,1,1,1,5,5,5,6,3,5,6,1,1,1,1,3,4,4,4,4,4,4,7,7,7,It gave me an image of my future self. It made me feel like I would make it.,,668b37077c15ef8634f2121c,avatar,
2025-10-06 17:19:41,2025-10-06 17:25:33,0,46.110.179.173,100,351,1,2025-10-06 17:25:33,R_3gIRXbvYBB2TqaG,,,,,41.4943,-90.5001,anonymous,EN,5,2,1,5,4,6,5,5,8,6,3,4,8,6,5,4,8,5,5,5,5,5,3,3,3,3,3,3,3,3,3,4,4,4,2,1,1,4,4,4,6,6,6,6,2,1,1,1,1,4,4,4,4,4,4,3,3,3,It really didnt change my perception of future me much at all.,"Was definitely interesting having a conversation and seeing my future self, a very interesting study.",62c63362e7342ad8be294866,voice,
2025-10-06 17:23:40,2025-10-06 17:26:28,0,24.186.234.117,100,167,1,2025-10-06 17:26:30,R_1Ldx47OIIgCN589,,,,,41.0641,-73.548,anonymous,EN,1,1,1,1,1,1,7,7,5,6,4,6,5,6,8,6,6,8,1,1,1,1,6,6,6,4,5,5,5,5,5,1,1,1,1,1,1,5,5,5,5,6,7,7,4,5,5,5,5,3,3,3,2,2,2,7,7,7,It didn't really influence or shape my perception of the future it just gave me a heads up of what's to come,,6745731e75a88802a56be3ef,voice,
2025-10-06 17:18:04,2025-10-06 17:26:59,0,69.138.57.85,100,535,1,2025-10-06 17:26:59,R_1S4PNYGmu1aL38d,,,,,36.3834,-86.4512,anonymous,EN,3,5,1,3,5,6,6,7,2,7,2,6,1,6,6,2,1,6,2,4,3,3,3,4,5,4,4,3,4,4,5,3,4,5,2,1,1,4,4,5,5,6,6,6,2,1,1,2,2,4,4,4,5,5,4,4,6,5,It made me think of the future in a more positive light. It gave me hope that things will get better.,None,67884b1aa6c55d9dd2388778,avatar,
2025-10-06 17:25:08,2025-10-06 17:27:31,0,136.52.20.104,100,143,1,2025-10-06 17:27:32,R_1oTqJw9YarsbmUq,,,,,33.7389,-117.748,anonymous,EN,3,3,3,5,5,5,6,7,3,7,2,7,2,7,7,7,3,7,5,5,5,5,5,5,5,5,5,5,5,5,5,2,3,4,2,2,2,4,4,4,6,5,6,6,2,2,2,2,2,4,4,4,3,3,2,5,5,5,It made me feel really good about my future.,I actually liked this survey. I found it to be interesting.,671eefb130967a416003ffea,voice,
2025-10-06 17:25:28,2025-10-06 17:28:49,0,96.234.36.212,100,200,1,2025-10-06 17:28:49,R_6AOpoi6PgBlAKZ3,,,,,40.9373,-74.1563,anonymous,EN,6,6,3,3,5,5,6,6,5,6,2,5,6,5,6,5,6,6,4,4,4,4,4,4,3,4,5,4,4,4,3,4,3,4,3,2,3,4,4,4,6,5,6,6,3,3,4,4,3,3,3,3,4,4,3,5,5,4,"i think it was a cool project, definitely a little starling without knowing what was coming. I think it was pretty realistic and interesting to see. It kind of helps me visualize the future a bit better.",n/a,5ac5260dfa3b4e0001736dd3,avatar,
2025-10-06 17:26:26,2025-10-06 17:29:17,0,70.40.79.140,100,171,1,2025-10-06 17:29:18,R_6guLQMzNmtHvkFY,,,,,34.2563,-78.0447,anonymous,EN,5,5,5,3,3,3,3,4,6,4,6,3,6,3,4,1,7,2,3,3,3,3,4,4,4,3,3,3,3,3,3,3,4,5,1,1,1,1,4,4,7,7,7,7,1,1,1,1,1,5,4,4,4,4,4,5,5,5,"It felt good hearing that my future would go well. Even if it was just an AI, it felt reassuring talking to my future self and hearing that I became successful and accomplished my dreams.",Thanks for inviting me.,5c7cf8b58ca9000001b52f6e,avatar,
2025-10-06 17:29:49,2025-10-06 17:34:37,0,70.188.239.123,100,288,1,2025-10-06 17:34:38,R_7xF90bvSBv6JFjt,,,,,30.4863,-87.1829,anonymous,EN,1,5,1,4,7,7,8,8,1,8,1,8,1,8,8,7,3,8,4,5,6,6,6,6,6,6,5,6,6,6,6,5,5,5,1,1,1,5,5,5,6,6,7,7,1,1,2,1,1,5,3,4,5,5,5,5,5,6,It made my perception more clear and my goals seem more attainable. It made the future seem even brighter than I had imagined it being.,"This experience was amazing, i was not expecting this at all. By far the most enjoyable study I have ever done.",660cda55786e37b1cbb49717,voice,
2025-10-06 17:30:31,2025-10-06 17:35:18,0,108.53.131.245,100,286,1,2025-10-06 17:35:18,R_12WMTAEivmMXdDf,,,,,40.3209,-74.4208,anonymous,EN,2,2,1,7,7,7,8,8,1,8,1,8,8,8,8,8,5,8,3,4,4,4,4,5,5,5,4,5,6,5,6,4,4,4,2,2,2,5,5,5,5,4,5,6,2,2,2,2,2,5,5,5,5,5,5,6,6,6,I believe everything will turn out alright if I stick with my principles and work hard.,Kind of unreal but very interresting.,6789ac8527bbce25fe21a7a4,voice,
2025-10-06 17:35:44,2025-10-06 17:38:36,0,172.222.32.30,100,172,1,2025-10-06 17:38:36,R_3qJoU8WzpttwTHi,,,,,45.0617,-83.4327,anonymous,EN,1,5,1,5,6,6,8,8,1,8,1,7,5,8,8,8,2,8,5,5,5,5,6,6,5,6,5,6,6,6,6,5,5,5,1,1,1,5,5,5,6,6,6,6,1,1,1,1,1,4,4,5,4,4,4,7,7,7,"It made me feel hopeful, as if I could see myself in that future self.",,60ce89c7357eeffe77fca946,avatar,
2025-10-06 17:37:21,2025-10-06 17:40:31,0,24.61.182.53,100,190,1,2025-10-06 17:40:31,R_1YM3PjbuET6cCrn,,,,,42.991,-71.4891,anonymous,EN,6,6,1,1,6,6,8,8,8,8,1,8,8,7,7,2,8,5,5,6,6,6,6,6,6,5,6,5,6,6,6,5,5,5,1,1,1,5,5,5,7,7,7,6,1,1,1,1,1,4,4,5,5,5,5,7,7,7,This experience made me more open-minded to the different possibilities of the future and made me feel more at ease about things that I have been perseverating over and preoccupied about,I loved this study,666559e634fffd1ce19ba654,voice,
2025-10-06 17:27:24,2025-10-06 17:41:51,0,98.26.71.77,100,866,1,2025-10-06 17:41:51,R_52xYbINQ54f3kFM,,,,,35.8015,-80.8967,anonymous,EN,2,1,1,6,5,6,8,8,5,7,3,8,7,7,8,8,5,7,4,4,5,5,5,5,5,5,5,5,5,5,5,4,4,5,1,1,1,4,5,5,6,6,6,6,1,1,1,1,1,4,3,4,4,4,4,6,6,6,It gave me motivation to achieve my goals.,n/a,58a1fe40ea3d11000170d9b9,text,
2025-10-06 17:36:06,2025-10-06 17:45:18,0,96.225.77.42,100,551,1,2025-10-06 17:45:18,R_5EDOgYMAG10OSvm,,,,,40.6679,-74.1178,anonymous,EN,1,7,5,1,1,2,2,2,5,6,2,4,1,2,6,3,6,2,1,2,1,1,2,1,3,3,3,2,1,3,2,3,2,1,2,3,4,4,2,3,5,1,2,5,5,5,5,5,5,1,1,1,1,1,1,2,1,1,It didn't.,I really hope you don't use my voice anything I wouldn't approve off.,58adfc6e7cf56d0001f931a2,avatar,
2025-10-06 17:44:46,2025-10-06 17:49:22,0,216.49.22.156,100,276,1,2025-10-06 17:49:23,R_12DfSOXRg1l4ZWQ,,,,,41.0274,-76.0036,anonymous,EN,5,7,1,3,1,7,6,8,8,6,8,8,8,6,1,5,8,8,2,5,5,6,4,6,6,5,3,5,4,6,6,5,5,5,1,1,4,5,5,5,6,5,6,7,3,1,1,1,1,4,3,4,3,5,4,4,5,4,It gave me hope for my future. The AI was telling me that all my struggles eventually worked out and I overcame a lot of the obstacles I was dealing with. It felt comforting and reassuring.,"This was so cool but terrifying at the same time. ",60c8467d9872c0d83f695499,avatar,
2025-10-06 17:49:33,2025-10-06 17:52:37,0,35.145.40.128,100,183,1,2025-10-06 17:52:37,R_3NXmMvwfp0zBNhy,,,,,28.5464,-81.2585,anonymous,EN,2,2,2,6,6,7,7,7,2,7,2,6,2,7,7,5,2,6,2,5,5,5,5,5,5,3,3,3,3,3,3,3,3,5,1,1,1,5,5,5,7,7,7,7,1,1,1,1,1,5,5,5,5,5,5,6,6,6,"It made me feel confident I can achieve the things I want in life. ",,66ecded667f721bca7e5609d,text,
2025-10-06 17:50:15,2025-10-06 17:57:01,0,24.192.168.61,100,406,1,2025-10-06 17:57:02,R_7uPNJHKls8XfH65,,,,,42.6206,-82.9608,anonymous,EN,1,1,1,7,7,7,5,8,1,5,1,5,5,5,8,5,1,8,4,4,4,4,5,5,5,4,4,3,5,5,5,1,1,3,1,1,1,5,5,5,5,2,5,5,3,3,3,3,1,3,1,3,3,3,3,4,4,4,"This experience shaped my perception of the future by helping me think more about ways that my life could be different in the future with the information that was provided to me in this conversation from my ""future self"".","I think that this experience was very unique and interesting overall. I had a fun time having this experience because of the unique perspectives that were shared to me by my ""future self"" during this experience.",62d43cee3d60ac98c1dcacc8,voice,
2025-10-06 17:48:01,2025-10-06 17:57:56,0,67.176.200.194,100,595,1,2025-10-06 17:57:57,R_7EHe9sZCAiiVRWT,,,,,41.6904,-87.6157,anonymous,EN,1,1,6,6,4,6,7,3,6,6,3,5,6,6,4,3,2,5,3,4,5,3,5,5,5,3,4,4,5,5,5,4,4,4,1,1,1,4,4,4,6,6,6,7,3,2,2,2,2,4,3,4,4,4,4,5,6,5,It made me more motivated on focusing on my art. It also reinfoced the idea i had about focusing what im working on,,5e850b0e390e520ec806b084,text,
2025-10-06 17:54:01,2025-10-06 17:59:17,0,174.228.230.88,100,316,1,2025-10-06 17:59:18,R_5CuXtrWvvxbIHnL,,,,,39.7513,-74.9999,anonymous,EN,4,5,2,3,5,5,6,5,3,6,6,5,6,6,6,4,7,4,3,3,2,3,3,3,4,4,3,3,4,3,3,4,4,4,2,2,4,4,5,5,5,5,5,6,3,3,4,3,2,2,2,3,3,4,3,5,5,5,It made me think I should pursue things sooner than later and see now as the time. I want to make my future happen now instead of putting things off.,,57656f6c2bfddf000125cce5,avatar,
2025-10-06 18:00:27,2025-10-06 18:03:34,0,24.45.3.35,100,186,1,2025-10-06 18:03:35,R_169lSHXBgdNta5b,,,,,40.8731,-74.7426,anonymous,EN,3,2,2,5,5,5,6,6,3,7,3,7,6,6,6,6,2,6,5,5,5,5,5,5,5,4,5,4,5,4,5,4,4,4,2,2,2,4,4,4,5,5,6,5,2,2,4,3,2,4,3,3,3,3,3,5,5,5,It was actually really encouraging and I enjoyed it.,,677991de3695b0255b8c8bd2,avatar,
2025-10-06 18:04:50,2025-10-06 18:07:24,0,70.228.76.115,100,153,1,2025-10-06 18:07:24,R_7RlvIUGvKiBFzuQ,,,,,37.26,-121.9173,anonymous,EN,1,1,1,5,5,5,7,7,3,7,2,7,6,7,8,6,5,7,5,5,5,5,4,5,5,4,5,4,5,5,5,3,3,4,2,2,2,3,3,4,6,5,5,6,2,1,1,2,2,3,3,3,3,3,3,4,5,4,It was neat to see what I might look like in 30 years or so. I felt the advice the AI gave though was generic and definitely had that Chat GPT feel to it.,,57d6dd8d6598aa000199188b,text,
2025-10-06 18:04:24,2025-10-06 18:10:37,0,174.227.250.38,100,373,1,2025-10-06 18:10:38,R_3Q5uVQabYtD6SYi,,,,,28.5177,-81.4508,anonymous,EN,2,1,2,6,7,6,8,7,1,2,1,8,5,8,7,8,1,8,5,6,5,6,6,5,6,6,5,6,5,6,5,4,5,4,1,2,1,5,4,5,6,6,6,7,1,2,1,2,1,5,4,5,4,5,4,6,7,6,"I thought it was amazing how it emulated my voice and gave me a realistic scenario I could see myself in! I was fascinated by it and it really got me to thinking about the future and how things will really be. I am ready to take the steps I need to secure my future! ! ","This was amazing! I really enjoyed the study and wished I could have done it a little longer! ! ! ",6722b6b9cb69415ce7f4c688,voice,
2025-10-06 18:12:23,2025-10-06 18:16:19,0,174.231.132.74,100,236,1,2025-10-06 18:16:19,R_3rIAA9Mgocb64Ic,,,,,47.6109,-122.3303,anonymous,EN,1,2,1,6,6,7,6,7,5,7,3,8,5,6,7,4,5,7,3,5,4,5,5,5,5,3,4,3,5,5,5,1,5,5,1,1,1,4,5,5,7,6,6,5,2,2,1,1,1,3,5,5,4,3,3,6,7,5,"It encouraged and motivated me to keep trying and keep working towards what I want to accomplish. ","This was very fun. ",671d553e0d035028da7d29a1,text,
2025-10-06 18:14:07,2025-10-06 18:16:55,0,73.33.36.237,100,167,1,2025-10-06 18:16:55,R_78Sx1GVXud6U382,,,,,39.4494,-74.7307,anonymous,EN,2,2,2,6,3,6,6,6,3,6,3,7,3,6,7,5,3,5,4,3,4,5,5,5,5,4,3,3,4,5,4,2,2,4,1,1,1,5,4,5,6,6,6,5,2,2,2,2,1,4,4,3,4,4,4,5,6,5,It made me rethink things and I will be definitely working on myself as a result.,,5a98d411f05361000171ebe7,text,
2025-10-06 18:14:13,2025-10-06 18:17:50,0,98.26.71.77,100,217,1,2025-10-06 18:17:51,R_3kUEY8shW0TJLif,,,,,35.8015,-80.8967,anonymous,EN,2,1,1,7,5,5,8,8,4,7,4,8,7,8,8,8,6,8,4,5,6,6,5,5,5,6,6,6,6,6,6,5,5,5,1,1,1,4,4,5,3,3,2,2,4,3,4,4,2,3,3,3,3,3,2,4,5,4,I thought I could achieve my goals but it seemed unrealistic how the avatar talked about it and made everything seem so easy.,n/a,58a1fe40ea3d11000170d9b9,avatar,
2025-10-06 18:16:11,2025-10-06 18:18:52,0,24.130.93.19,100,161,1,2025-10-06 18:18:52,R_6GDhKCcP5jYgeYO,,,,,37.5742,-122.325,anonymous,EN,2,2,2,5,4,5,7,7,3,7,3,8,5,6,8,8,6,6,4,4,4,5,4,4,4,3,3,4,3,4,4,4,3,4,2,2,1,3,3,4,5,3,5,5,2,3,2,2,3,4,3,4,4,4,4,5,5,5,"Well it certainly painted a very positive picture of the future, and likely would invoke optimism in the listener. The voice wasn't quite mine, and i could discern a difference. The photo was better.",,6759fa50a9bb240e423de357,voice,
2025-10-06 18:15:34,2025-10-06 18:18:59,0,172.226.87.115,100,205,1,2025-10-06 18:19:00,R_1UGvS6gHC8IoLsd,,,,,39.0469,-77.4903,anonymous,EN,4,1,1,6,4,7,5,3,5,5,4,5,6,4,4,5,3,6,5,3,5,6,5,4,6,5,5,5,6,4,5,5,5,5,1,1,1,5,5,5,7,6,6,5,3,3,1,1,1,4,4,4,4,4,5,4,4,4,I feel like the conversation and experience helped influence and shape my perception on the future by making me more optimistic on what I could accomplish,,6797d5ada6654ec99f741b08,voice,
2025-10-06 18:18:50,2025-10-06 18:22:55,0,74.68.36.169,100,244,1,2025-10-06 18:22:55,R_7mLBFRQF3ce6k4R,,,,,40.7157,-74,anonymous,EN,1,1,5,6,1,4,6,6,1,6,3,6,6,6,7,4,5,6,2,2,2,2,3,3,3,2,2,2,3,3,3,4,4,4,2,1,1,3,3,4,5,5,5,7,3,3,4,4,3,2,2,3,3,3,3,2,2,2,"It made me think a bit more about the future, but I still really can't imagine my life that far ahead",This was an interesting experience!,663a7af013938e6bbfb065d5,text,
2025-10-06 18:21:47,2025-10-06 18:23:35,0,68.134.247.44,100,108,1,2025-10-06 18:23:36,R_7oAtsAOopc7bxJn,,,,,39.3888,-76.4988,anonymous,EN,1,1,1,7,7,7,7,8,1,8,1,8,1,8,8,8,1,8,3,5,2,5,5,5,5,4,4,4,5,5,5,4,5,4,1,1,1,5,5,5,5,5,5,6,1,1,1,1,1,5,4,4,5,5,4,5,4,5,I think it allowed me to perceive things from a future perspective that I wouldn't have comprehended before.,n/a,66463e4efb99fba5a67a010a,avatar,
2025-10-06 18:17:15,2025-10-06 18:24:13,0,73.91.134.135,100,417,1,2025-10-06 18:24:13,R_1G35HUf6nVGPtD3,,,,,35.164,-89.7826,anonymous,EN,2,2,2,6,7,7,6,8,6,7,2,7,2,6,7,8,3,8,5,6,6,6,6,6,6,5,5,5,6,6,6,4,4,5,1,1,1,5,5,5,7,7,7,7,2,1,2,1,1,4,4,4,4,4,4,6,7,6,"This experience provided a really positive perception of my future that gave me hope. The responses were extremely personal like grabbing my spiritual relationship with God into it and my personal hobby in gaming incorporated into the responses. 

It felt like a mix of awe and creepy, but more so fascination!  Like ""WOW, the accuracy!"" Also, I thought like ""How do you know this about me?!"" Lol","I like the AI rendered 60-year-old look of myself. I look good! ",6630f48f17953c0cd655713e,text,
2025-10-06 18:23:18,2025-10-06 18:26:10,0,73.133.191.45,100,171,1,2025-10-06 18:26:10,R_7ln89sn4zyaG0C2,,,,,39.2891,-76.5583,anonymous,EN,5,5,3,3,5,4,7,6,6,7,3,7,4,7,7,7,6,7,2,4,3,4,4,4,4,2,2,2,4,4,4,2,2,3,3,2,2,3,3,4,3,3,4,4,3,3,4,4,3,2,2,3,3,3,2,3,3,3,"It didn't, it was pretty clearly recycling what I had fed it about my life. It honestly felt creepy",,60fd6e6d7b35102b8ca961a5,voice,
2025-10-06 18:23:24,2025-10-06 18:26:48,0,71.150.221.208,100,203,1,2025-10-06 18:26:48,R_7bW5MrjFTQK2e9o,,,,,32.8646,-96.7884,anonymous,EN,5,7,1,3,5,7,6,7,3,3,7,3,6,5,6,6,6,7,4,3,4,4,5,4,4,1,2,2,1,2,2,1,1,4,1,1,1,5,4,5,5,3,6,7,3,1,4,3,1,3,4,3,3,4,3,4,4,4,"It made me think more positively about the future and this time in my life.  ",N/A,66553eb5f10b5700001d20de,voice,
2025-10-06 18:25:54,2025-10-06 18:27:37,0,73.148.97.252,100,102,1,2025-10-06 18:27:37,R_1f7oa3Oto58KxJw,,,,,39.018,-77.539,anonymous,EN,1,1,1,6,5,6,7,6,1,6,1,6,4,6,7,7,2,7,5,5,4,4,5,5,5,5,4,5,5,5,4,2,2,2,1,1,1,5,5,5,6,6,6,6,1,1,1,1,1,4,4,4,4,4,4,6,5,4,"it made me les anxious about the future and about being a good father ","thank you ",60fd6618f9a377f54dcdf318,avatar,
2025-10-06 18:30:33,2025-10-06 18:32:21,0,73.169.117.139,100,107,1,2025-10-06 18:32:21,R_71YOawMQzgt4DmN,,,,,39.8294,-104.9095,anonymous,EN,1,1,1,7,7,7,8,8,7,7,8,6,7,7,8,8,7,8,5,5,5,5,6,6,6,5,5,6,6,6,6,1,1,4,1,1,1,5,5,5,6,6,6,6,4,4,5,5,5,4,4,4,5,5,4,6,6,6,It made me more optimistic for the future and what is to come.,none,610508c09d61c098f072605b,text,
2025-10-06 18:30:30,2025-10-06 18:33:43,0,47.34.5.241,100,193,1,2025-10-06 18:33:44,R_3yQnTMlHWJdwybL,,,,,42.6331,-88.6437,anonymous,EN,2,2,2,2,2,2,6,6,4,6,5,6,5,6,6,6,5,6,4,4,4,4,3,3,3,3,3,3,3,3,3,1,1,2,5,2,5,1,1,4,3,2,1,1,4,2,2,3,1,3,3,3,3,3,3,4,4,4,"It did not the conversation was lame ",Thank you for the study it was way different that anything I have done before,649754db1c54fad23e345093,avatar,
2025-10-06 18:31:02,2025-10-06 18:34:49,0,50.49.205.85,100,227,1,2025-10-06 18:34:50,R_59rYwabuChRKXqa,,,,,41.328,-74.1894,anonymous,EN,1,1,1,6,1,1,7,7,2,7,2,7,7,7,7,7,2,7,4,4,4,4,3,3,3,3,3,3,3,3,3,4,4,4,2,2,2,3,3,4,5,6,6,6,2,2,2,2,2,3,3,3,3,3,3,4,4,4,not really much but it was interesting,the image it generates of your older self was cool,5930c7fdfa699e0001017cc1,text,
2025-10-06 18:38:19,2025-10-06 18:42:01,0,172.3.163.67,100,222,1,2025-10-06 18:42:01,R_6dPTd0UMVFXJ4jK,,,,,29.2007,-81.0388,anonymous,EN,2,1,4,5,3,4,4,3,3,3,5,4,5,2,6,6,4,6,1,2,2,3,4,4,4,3,2,3,4,4,4,3,2,2,4,3,2,2,1,2,4,2,4,5,4,3,3,4,3,2,2,3,2,1,3,5,4,4,"not much but it would be nice if i did live in vancouver for real. ",the ai stopped working after a few minutes it wouldnt respond to me,6759153b3eedcded280918ce,voice,
2025-10-06 18:41:00,2025-10-06 18:42:20,0,76.86.27.121,100,80,1,2025-10-06 18:42:21,R_5M98oihqSwoOtLj,,,,,34.1449,-118.3887,anonymous,EN,6,2,1,7,7,7,6,6,7,7,8,8,7,7,7,7,8,8,6,6,6,5,5,5,6,6,6,5,5,5,6,5,5,4,4,4,4,4,4,5,7,6,7,7,4,4,4,4,3,4,4,4,4,4,4,6,6,7,it made me think more on my expenses and investments.,the ai image of future me was insanely good.,62bb42e2f21cfdb280cc975f,text,
2025-10-06 18:38:38,2025-10-06 18:43:33,0,108.54.202.16,100,295,1,2025-10-06 18:43:34,R_7feIMxYwybHFPhg,,,,,40.6764,-73.8753,anonymous,EN,3,2,2,4,5,6,8,7,6,7,1,8,6,8,8,7,7,8,2,4,5,4,6,5,5,4,3,5,5,4,5,2,2,4,1,1,1,4,5,5,5,3,5,6,2,1,2,2,1,4,3,4,5,4,5,5,6,6,"I got encouraged to focus on my plans, and future me helped me trust myself more. I think my future is bright because we can achieve so much in  few years time ",,663a3ec623585cdc234e2dc5,text,
2025-10-06 18:43:36,2025-10-06 18:46:00,0,47.34.155.35,100,143,1,2025-10-06 18:46:00,R_6bW5w9DHFugIpzR,,,,,34.4802,-117.4093,anonymous,EN,1,1,1,5,4,1,6,6,3,6,1,1,6,4,5,5,5,5,1,1,1,1,3,3,4,2,2,2,2,2,2,2,2,2,3,2,,3,2,2,3,,3,5,2,2,2,2,2,2,2,2,2,2,2,3,3,3,it did give me an idea of what i want to do and end up in life,i understand your attempt  to make ai real but it always feels so strange and robotic,6104d73b7cdac0a47a905f0d,voice,
